description,title,job
"b'<div><p><b>Duties:</b> Design, generate, test and analyze data reports; work on Web Analytics to report on customer behavior, social media and online advertisement performance, sales, conversion rate, etc using traffic trends, video tracking, etc; perform data analysis to support business reporting needs; improve data accuracy and value; gather analyze use requirements to develop reports; create, test and approve dashboards and summary to visualize data reports; guide team to analyze, report technical data to improve compliance, performance; lead testing to ensure processing and data integrity; create, develop user/systems documentation, user training documents; other similar duties; utilize Business Objects, Web Intelligence, Web Trends, Tableau, etc.</p>\n<p><b>Requirements:</b> MS or foreign equivalent in Computer Science / Information Systems / IT / Business / Engineering (ANY) / Related and 1 year experience in data analytics, web analytics, Business Objects.</p></div>\n<br/><p>Job positions mail resume to: <b>HR Manager, hr@dorahitsolutions.com</b></p>'",Senior Data Analyst,Data Analyst
"b'<div><p>Responsible for data acquisition and ongoing data integrity in University Advancement systems. Works independently to analyze, compare, manipulate, and transform data sets in preparation for upload into an SQL environment using appropriate technical functionality. Assesses software and resource needs based on project; selects and adapts software to meet specific needs. Identifies problems, anticipates needs, and resolves data issues. Creates and maintains documentation for processes, exceptions, and decision making criteria for projects and ongoing processes.</p>\n<p>\nThe data analyst will manage multiple small and large-scale data projects in a high-volume and complex environment. Serves as business analyst to gather requirements, create and facilitate test cases and work with business users and application developers. Develops queries to monitor and maintain data quality and troubleshoot data issues. Exercises independent decision making while being responsible for analyzing data for accuracy, completeness and consistency.</p>\n<p>\nThis position will require a strong attention to detail, critical thinking, analytical and problem solving skills; excellent interpersonal and organizational skills and advanced proficiency in MS office. All members of Advancement are part of creating an inclusive culture that inspires an exceptionally diverse and talented team and are measured on their adherence to the following core competencies: leadership, continuous improvement, teamwork and collaboration, and communication/interpersonal effectiveness.</p></div>\n<br/><div><p>Bachelor\xe2\x80\x99s degree in Computer Information Systems or equivalent combination of education and experience; two years of experience writing complex Microsoft T-SQL queries to extract data from multiple data systems, integrate and analyze data; two years of experience working with data warehouses and large data sets.</p>\nDesired Qualifications\n<p>Three years working with Microsoft T-SQL; experience researching, analyzing, and interpreting information; general knowledge of relational databases; experience with Microsoft SQL Management Studio.</p></div>'",Data Analyst,Data Analyst
"b'<div class=""jobsearch-JobMetadataHeader icl-u-xs-mb--md""><div class=""jobsearch-JobMetadataHeader-item icl-u-xs-mt--xs"">Internship</div></div><div><p>Data Analyst - Intern</p><br/>\n<p></p>\n<p>Bloom Energy, a solid oxide fuel cell company, is looking for a <b>Data Analyst-Intern </b>to join its world class team. This individual should be a dynamic professional who is looking for a rewarding future in one of today\xe2\x80\x99s most exciting technologies.</p><br/>\n<p></p>\n<p><b>Location:</b> This position will be based in Newark, DE.</p>\n<p><b>Compensation: </b>This is a paid internship</p>\n<p><b>Start Date: Flexible \xe2\x80\x93 </b>This is a 10-12 week summer internship</p>\n<p><b>Additional comments:<br/>\n</b></p><p></p><p><b>Role and Responsibilities:</b></p>\n<ul><li>This role will be supporting Quality Engineering in evaluating current and future configurations for end-of-line product testing. As an intern in this role, you will have the opportunity to work on an exciting project that will use data to answer questions and communicate results that add value to business strategy. In doing this, you will develop a number of skills valuable to industry.\n</li><li>Apply statistical analysis, modeling, and optimization tools as required to capture risks and generate recommendations for future state of end-of-line testing.\n</li><li>Work in a manufacturing environment and learn about a complex product and end-of-line quality testing. Gain general knowledge of other departments and collaborate cross-functionally to achieve project deliverables.<br/>\n</li></ul><p></p><p><b>Skills and Experience:</b></p><br/>\n<p></p>\n<ul><li>Active student currently pursuing a B.S. or M.S. in Engineering, Math, Statistics, Data Analytics or related technical field.</li>\n<li>Problem solver eager to learn and contribute to the team. Works independently and involves others when needed to meet project timelines.\n</li><li>Working knowledge of MS Excel and other MS office products is required.\n</li><li>Experience in working with complex datasets and statistical best practice is preferred.\n</li><li>Some experience in using Tableau, JMP, or other comparable platforms is preferred.</li><br/>\n</ul>\n<p></p><p><b>About Bloom Energy:</b></p>\n<p>Bloom Energy\xe2\x80\x99s mission is to make clean, reliable, and affordable energy for everyone in the world. The Company\xe2\x80\x99s product, the Bloom Energy Server, delivers highly reliable and resilient, \xe2\x80\x98Always-On\xe2\x80\x99 electric power that is clean and sustainable. Bloom\xe2\x80\x99s customers include twenty-five of the Fortune 100 companies and leaders in cloud services and data centers, healthcare, retail, financial services, utilities and many other industries. For more information, visit www.bloomenergy.com</p>\n<p>Bloom Energy is an equal opportunity employer and makes employment decisions on the basis of merit. We are committed to compliance with all applicable laws providing equal employment opportunities. All qualified applicants, will receive consideration for employment without regard to race, sex, color, religion, national origin, protected veteran status, or on the basis of disability. Bloom Energy makes reasonable accommodations, consistent with applicable laws, for the known physical or mental limitations of an otherwise qualified applicant or employee with a disability, who can perform the essential job functions, unless undue hardship would result.</p></div><p></p>'",Data Analyst - Intern,Data Analyst
"b'<ul><b>Role Summary:</b><br/>\nThis person is responsible for performing FDR Airworthiness Reasonability Checks, using Avionica\xe2\x80\x99s Flight Data Analysis software. They will assist with incident analysis, documentation, and administrative tasks. They will perform Flight Data Analysis and extrapolate experiences across multiple aircraft models.<br/>\n<br/>\n<b>Essential Responsibilities:</b><br/>\n<p></p><li>Perform un-supervised FDR Flight Data Analysis for various aircraft models<br/>\n</li><li>Perform FDR downloads, un-assisted.\n<br/>\n</li><li>Assist with Flight Data Incident Analysis<br/>\n</li><li>Independently Process well known in-coming data files for contract customers<br/>\n</li><li>Write Interpretation Guideline documents for various aircraft models and data frames<br/>\n</li><li>Process customer paperwork, quoting, and assist in billing of FDR work orders.<br/>\n</li><li>Interface with the team of flight data analyst contract employees<br/>\n</li><li>Communicate with customers on findings and work status<br/>\n</li><li>Interface with the Flight Data Services Manager on a regular basis<br/>\n</li><li>Assist in evolution of Flight Data Services offerings.<br/>\n</li><li>Participate in department audits by Avionica, and second and third parties<br/>\n</li><li>Complete required tasks in a timely fashion with minimal supervision.\n<br/>\n</li><li>Commitment to comply with the requirements of Avionica\xe2\x80\x99s Quality System Manual.<br/>\n</li><li>Continual improvement of the quality management system\xe2\x80\x99s effectiveness.<br/>\n<br/>\n<b>Qualifications/Requirements:</b><br/>\n<p>Basic Qualifications<br/>\n</p></li><li>\nBachelor\xe2\x80\x99s or Master\xe2\x80\x99s degree from an accredited university in a related discipline (aviation or aeronautical engineering) or equivalent experience/combined education such as 3 years of FDR Data or FOQA Analysis and pilot or A/C maintenance certifications.\n<br/>\n</li><li>A minimum of 1 year of experience performing FDR Flight Data Analysis for a variety of commercial aircraft<br/>\n<br/>\n<b>Desired Characteristics:</b><br/>\n</li><p></p><li>Ground School and Flight Training a plus<br/>\n</li><li>Knowledge of binary, octal, and hex numbering systems a plus<br/>\n</li><li>Software programming a plus<br/>\n</li><li>Excellent phone skills and MS Word skills<br/>\n</li><li>Good organizational skills.<br/>\n</li><li>Competency in using spreadsheets required<br/>\n</li><li>Competency in a Microsoft Windows work environment required<br/>\n<br/>\n<p>#LI-SG<br/>\n<br/>\n<b>About Us:</b><br/>\n</p><p>\nAt GE Aviation, we are imagination at work. Whether we\xe2\x80\x99re manufacturing components for our GEnx engines or driving innovation in fuel and noise reduction, the GE Aviation teams are dedicated to turning imaginative ideas into advances in aviation that solve some of the world\xe2\x80\x99s toughest problems. Join us and you\xe2\x80\x99ll find yourself in a dynamic environment where our ongoing, substantial investment in research and development keeps us moving forward and looking ahead. At GE, developing people is embedded in our culture and integral to our growth. Here you\xe2\x80\x99ll work collaboratively and across functions with the highest caliber talent, utilizing cutting-edge technology and processes. Whether it\xe2\x80\x99s the next generation of ecomagination products or the future of aircraft engines, we\xe2\x80\x99ve got the state-of-the-art resources to make those innovations a reality. If you\xe2\x80\x99re passionate about aviation and looking for a career rich with challenges and unlimited opportunities for growth and advancement, then join GE in reengineering the sky through aviation innovations that will impact the globe for generations to come.<br/>\nGE offers a great work environment, professional development, challenging careers, and competitive compensation. GE is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, national or ethnic origin, gender (including pregnancy), sexual orientation, gender identity or expression, age, disability, veteran status or any other characteristics protected by law.<br/>\n<br/>\n<b>Locations: </b>United States; Florida; Miami<br/>\n</p><p>\nGE will only employ those who are legally authorized to work in the United States for this opening.</p></li></ul><p></p>'",Flight Data Services Analyst Level 2,Data Analyst
"b'<div class=""jobsearch-JobMetadataHeader icl-u-xs-mb--md""><div class=""jobsearch-JobMetadataHeader-item ""><span class=""icl-u-xs-mr--xs"">$34.76 - $40.48 an hour</span></div></div><div></div><div><div><div><p><b>Mission</b><br/>\nTo connect people with resources and solutions in times of need so we can all live, learn, work and take part in strong, healthy communities<br/>\n<br/>\n<b>Vision</b><br/>\nThat all basic needs in our communities are met through innovative and collaborative approaches. Greater Seattle is a place where the richness of our diversity is valued, all of our communities thrive, and people grow up and grow old with opportunity and dignity.<br/>\n<br/>\n<b>What We Do</b><br/>\nThe Human Services Department is committed to race and social justice equity and principles in the approach to our work. Our department is organized into four divisions: Youth and Family Empowerment (YFE), Homeless Strategy Investment (HSI), Aging and Disability Services (ADS) and Leadership and Administration Division (LAD) that collectively provides services to the community in three ways:</p><ul>\n<li>Funder, grantor and steward of public investment dollars to community agencies;\n</li><li>Direct Service provider primarily through case management; and\n</li><li>Convener through community and stakeholder engagement activities.</li></ul><b>\nAbout the Data, Performance, and Evaluation Team</b><br/>\nThis position is part of the HSD Data, Performance, and Evaluation (DPE) Team and reports to the DPE Manager. This team is a strong steward of race and social justice collaborating across all HSD divisions to work on 1) data; ensuring continuous improvement for alignment in data collection, storage, reporting, and evaluation 2) performance; serve as consultants to divisions ensuring the integrity of the Theory of Change using the Results Based Accountability framework, which provide HSD with clear performance measures to report, and 3) evaluation; ensure logic models are used in evaluations and neutral qualitative and qualitative analysis are included.<br/>\n<br/>\nThe DPE team is looking to fill two positions:<br/>\nOne position will support the Youth and Family Empowerment Division (YFE). The other will support the Aging and Disability Division (ADS). Both positions will work within their assigned division to identify data system issues and process improvement needs to ensure accurate and timely reporting on HSD investments. This includes analyzing data and completing comprehensive reports used to make decisions for HSD, Mayor\'s Office, and City Council.<p></p>\n<h5 class=""jobSectionHeader""><b>Job Responsibilities:</b></h5>\n<p></p><ul><li>Participate in and lead critical conversations about race and social justice, and use these principles to guide discussions around equity and access through data.\n</li><li>Extract, study, and analyze a variety of data sets using Microsoft Excel, Tableau, and other applications review data quality, create reports, and develop data-driven recommendations for HSD.\n</li><li>Use Microsoft Excel, Tableau, and/or other applications to develop performance management tools.\n</li><li>Communicate and present data-verbally and in writing-to different levels of staff who are non-technical and/or non-subject matter experts, including Executives, Mayor\'s Office, and Council.\n</li><li>Collaborate with staff to ensure that an RFP\'s framework follows current best practices and includes both qualitative and quantitative data.\n</li><li>Manage data projects-primarily with internal stakeholders-to meet the department\'s needs.\n</li><li>Analyze and evaluate the effectiveness of data management and business processes, and collaborate with staff to implement improvements.\n</li><li>Document processes, develop guidelines, and create training materials to support the department.\n</li><li>Recommend, coordinate, and/or implement changes to department data systems in order to improve efficiency and enhance workflow.\n</li><li>Other duties as assigned.</li></ul>\n<h5 class=""jobSectionHeader""><b>Qualifications:</b></h5>\n<p><b>Education:</b> Bachelor\'s degree in business or public administration, finance, computer science, or a related field (or a combination of education, training, or experience that provides an equivalent background required to perform the work of the class).<br/>\n<br/>\n<b>Experience: </b>2 years of experience in systems, operations, procedures, research, or analysis<br/>\n</p>\n<h5 class=""jobSectionHeader""><b>Additional Information:</b></h5>\n<p><b>You will be successful in this role if you have:</b></p><ul>\n<li>Have a strong understanding of and commitment to principles of race and social justice and their impacts on the community.\n</li><li>Passion for making a difference in the human services sector.\n</li><li>Demonstrated ability to troubleshoot issues quickly and find solutions independently in a timely manner.\n</li><li>Demonstrated ability to work independently and within a team.\n</li><li>Demonstrated ability to effectively prioritize and manage multiple tasks while completing daily work.\n</li><li>High attention to detail.\n</li><li>Experience collating varied data sets into one system for reporting.\n</li><li>Experience using Microsoft Office Suite (PPT, Excel), Tableau, or similar tools to creating visualizations.\n</li><li>Experience analyzing, reporting, and evaluating data for continuous quality improvement.\n</li><li>Ability to collaborate, build relationships, and develop consensus to reach agreement on outcomes.\n</li><li>Ability to communicate with diverse groups, both internal and external.\n</li><li>Demonstrated success developing and implementing policies and procedures to improve data quality and performance accountability.\n</li><li>Ability to develop written documentation to support the team and department.\n</li><li>Experience using a range of different data systems and databases.</li></ul></div></div></div><p></p>'",Data Analyst (Mgmt Systems Analyst),Data Analyst
"b""<div><p><b>About the Role</b></p><p>\nBabylist is looking for a Data Analyst to join our growing Operations and Strategy team. Partnering with our Data Scientist, you will be focused on empowering decision-making through data for both internal and external stakeholders. You will be responsible for delivering data-driven, actionable insights that contribute to our business. In this role, you will help scope, build, and maintain key dashboards, support stakeholders in using data to answer strategic questions, and deliver data-driven insights to drive the business forward. Your work will have immediate impact across the company and you will be in a uniquely cross-discipline role, working with nearly every team in the company.</p><br/>\n<p></p><br/>\n<p><b>Requirements</b></p><p><b>\nWhat You\xe2\x80\x99ll Do</b></p><ul>\n<li>You will own business intelligence and consumer insights at Babylist, both internally and externally. You will create and maintain our business dashboards and reports to track ongoing business metrics, performance of A/B tests, and special projects with brand partners.</li>\n<li>You\xe2\x80\x99ll gather data from our own databases as well as third party sources, and you\xe2\x80\x99ll turn them into meaningful and actionable insights.You will dive into a broad range of data including transaction databases, relational databases, usage data, etc.</li>\n<li>You will work closely with business stakeholders and engineering to make sure data definitions and technical logic specifications align with business requirements.</li>\n<li>Perform ad hoc analyses to aid in data-driven decision-making across the team.</li>\n<li>Spot trends and present them to an audience of executives and other stakeholders with different backgrounds.</li>\n<li>You\xe2\x80\x99ll work with our PR team to establish Babylist as an expert in the larger Baby industry by sharing consumer insights on market trends through the lens of data.</li>\n</ul><p><b>Who You Are</b></p><ul>\n<li>You are passionate about the benefits that data driven decision-making can bring to organizations.</li>\n<li>You\xe2\x80\x99re curious and obsessed with answering the WHY behind the data trends.</li>\n<li>You\xe2\x80\x99re a data visualization wizard who can communicate complex insights in an easy-to-understand way for a wide range of audiences.</li>\n<li>You're self-directed, proactive, and able to define and execute projects independently</li>\n<li>You have strong business acumen, and excellent written and verbal communication skills.</li>\n<li>You are adept with SQL and more scientific reporting languages such as Python, R, MatLab, etc.</li>\n<li>You can prioritize without being overwhelmed.</li>\n</ul><p><b>What You\xe2\x80\x99ve Done</b></p><ul>\n<li>BS/MS degree in Economics, Statistics, Mathematics, Information Technology or equivalent/related degree.</li>\n<li>3+ years of relevant professional work experience in analytics, data engineering, business intelligence, market research or related field</li>\n<li>Experience with business intelligence tools and the ability to create report mockups</li>\n<li>High proficiency in SQL and the ability to navigate a relational database</li>\n<li>Experience in a scripting language such as Python, R or another statistical language</li>\n</ul><p><b>Benefits</b></p><p><b>\nAbout Babylist</b></p><p>\nBabylist is a baby registry and e-commerce platform that helps expecting parents get exactly what they need. in 2019 over $300 million worth of gifts will be purchased off of the Babylist registries.<br/>\n</p><p></p><br/>\n<p><b>Why You Will Love Working at Babylist:</b></p><ul><li>We get stuff done</li><li>We have a real impact on people\xe2\x80\x99s lives</li><li>We're passionate about our users and we genuinely appreciate them</li><li>We work at a sustainable pace for long-term success (yes, we\xe2\x80\x99re profitable)</li><li>We are growing and have meaningful opportunities for career advancement</li><li>We\xe2\x80\x99re a technological and data-driven business</li><li>We are doers, but also thinkers</li><li>We believe in autonomy and reward taking initiative</li><li>We have smart, experienced leadership that is always open to new ideas</li></ul><p><b>\nBenefits:</b></p><ul><li>Competitive pay</li><li>Competitive health benefits including company-funded HRA for vision and dental</li><li>401(k), FSA plans and disability insurance</li><li>Flexible, paid parental leave policy</li><li>Easy access to BART including commuter assistance</li><li>We work at a sustainable pace. In general we don\xe2\x80\x99t work late or on weekends and most employees WFH every Wednesday.</li></ul><p></p><br/>\n<p>\nIf your experience is close to what we\xe2\x80\x99re looking for, please consider applying. Experience comes in many forms \xe2\x80\x93 skills are transferable, and passion goes a long way. We know that diversity makes for the best problem-solving and creative thinking, which is why we\xe2\x80\x99re dedicated to adding new perspectives to the team and encourage everyone to apply.</p></div>""",Data Analyst,Data Analyst
"b'<div class=""jobsearch-JobMetadataHeader icl-u-xs-mb--md""><div class=""jobsearch-JobMetadataHeader-item icl-u-xs-mt--xs"">Contract</div></div><div><p><b>Experience: </b>Two to four years of hands on application development experience in an environment with large data sets, Cloud, or Big Data is required</p>\n<p><b>Job Description:</b></p>\n<p>The Unix Scripting and ETL Developer is focused on building the next generation of global financial data systems.</p>\n<p>Our developers work on high profile projects with both business analysts and prospective application managers in order to gather requirements, perform implementations and guide production rollouts while creating highly optimized batch &amp; real-time applications and ensure the overall success of their programs.</p>\n<p><b>Job Duties include:</b></p>\n<p>Develop, unit test and deploy Unix Script components and miscellaneous technical components.</p>\n<p>Ensure Unix scripting is appropriately engineered to maintain current functionality and development adheres to performance optimization, interoperability standards and requirements, and compliance with client IT governance policies.</p>\n<p>Conduct database programming, performance tuning, relational model analysis and data migration.</p>\n<p>Make appropriate changes and recheck the program to ensure that the desired results are produced.</p>\n<p>Prepare trial runs of programs and software applications to be sure they will produce the desired information and that the instructions are correct.</p>\n<p>Contributes to the technical design documents, Use Cases, test cases and User Manuals for various projects. Conducts bug fixing, code reviews, and unit, functional and integration testing.</p>\n<p>Write, analyze, review, and rewrite programs.</p>\n<p>Perform or direct revision, repair, or expansion of existing programs to increase operating efficiency or adapt to new requirements.</p>\n<p>Consult with and assist engineering and technical personnel to clarify program intent, identify problems, and make changes.</p>\n<p>Compile and write documentation of program development and subsequent revisions and insert comments in the coded instructions so others can understand the program.</p>\n<p>Perform systems analysis and programming tasks to maintain and control the use of computer systems software as a systems programmer.</p>\n<p>Prepare detailed workflow charts and diagrams that describe input, output, and logical operation, and convert them into a series of instructions coded in a computer language.</p>\n<p><b>Position Requirements</b> include a Bachelor\xe2\x80\x99s Degree (or equivalent) in Computer Science, Engineering (all branches), math, or a related field. Must have strong communication skills with an interest in developing self, and a technical focus.</p>\n<p><b>Technological Environment:</b> Prefer knowledge of Unix/Linux Scripting, Ab Initio EME 3.0.4, Oracle, SQL Developer 3.0.05 Build Main 04.34, AutoSys 3.5.1, and Microsoft Office 2007-10.</p>\n<p>For immediate consideration,email resume with home location, first and last name as well as contact information. This position is located in Chicago so we need people in the immediate area as this is an onsite position.</p></div>'",Data Analyst- ETL and Unix Scripting Required,Data Analyst
"b""<div><p>The role of a Production data analyst is to assists our clients in the execution of promotional campaigns by utilizing a methodology that is both strategical and results oriented. The PDA will work with our internal support teams to ensure they understand the client\xe2\x80\x99s business needs and campaign strategy. Based on these requirements, the PDA will develop efficient programs, build business processes, and introduce automation around campaign execution. The PDA will collaborate and work with other members of the Solutions Development team, Campaign Operations and Client Services.</p><p><br/>\n<b>\nEssential Responsibilities</b></p><ul><li>\nFully understands details of the client's data, ensuring our clients receive accurately segmented, cleansed, formatted and ready-to-market data.</li><li>\nExperience in credit bureau data and processing requirements.</li><li>\nResearches, trouble shoots, administers application administration, conducts application user training.</li><li>\nProvides data analysis and recommendations to support multiple technical operations and ensure client satisfaction.</li><li>\nExecutes and analyzes decision support processes and data to measure campaign efficiency, data accuracy, data integrity, operations performance, customer satisfaction and cost effectiveness.</li><li>\nManage and execute multiple level complex campaigns of various types, which may include, but is not limited to, the review of campaign specifications, working with clients to validate and obtain sign-off of client deliverables and dynamic campaign execution.</li><li>\nManage, execute and analyze decision support processes and data to measure campaign efficiency, data accuracy, data integrity, operations performance, customer satisfaction, and cost effectiveness.</li><li>\nBuild and implement reporting solutions utilizing various reporting tools which may include ad hoc and/or automated delivery/distribution.</li><li>\nDevelop and execute repeatable processes via SQL Server Stored Procedures and SSDT Package Flows.</li><li>\nDrive, develop, maintain and improve client relationship through increased client communications.</li></ul><p></p><br/>\n<p><b>\nDesired Characteristics</b></p><ul><li>\nBachelor\xe2\x80\x99s Degree in computer science, Management Information Systems or 5-years\xe2\x80\x99 experience SDLC with an emphasis on a RDBMS discipline.</li><li>\nRDBMS experience with databases such as MS SQL Server utilities such as SSDT, SSRS, and SSIS, Oracle, My Sql, Vertica.</li><li>\nData Modeling and Normalization</li><li>\nAbility to write, debug, and troubleshoot Stored Procedures, Packages, and functions.</li><li>\nFTP processing and best practices</li><li>\nExposure with ETL processes and tools such as DMExpress and Talend.</li><li>\nAnalytical mindset, solutions oriented, ability to think outside of the box and problem solve.</li><li>\nAbility to work independently but also able to contribute in a team setting.</li></ul><br/>\n<p>\n#LI-MC1</p><p><b>\nCompany Summary</b></p><p>\nZeta is a data-driven marketing technology innovator whose SaaS-based marketing cloud helps 500+ Fortune 1000 and Middle Market brands acquire, retain and grow customer relationships through actionable data, advanced analytics and machine learning.</p><p>\nFounded by David A. Steinberg and John Sculley (former CEO of Apple and Pepsi-Cola) in 2007, the company's highly-rated ZetaHub technology platform has been recognized in Gartner's Magic Quadrant for Digital Marketing Hubs (February 2017) and in its Magic Quadrant for Multichannel Campaign Management (April 2017), competing with offerings from Oracle, IBM, Salesforce and Adobe.</p><p>\nOperating on four continents with 1,300+ employees, the company is headquartered in New York City, with Centers of Excellence in Silicon Valley, Boston, London, and Hyderabad, India.<br/>\n<br/>\n<i>Zeta Global is an Equal Opportunity/Affirmative Action employer and does not discriminate on the basis of race, gender, ancestry, color, religion, sex, age, marital status, sexual orientation, gender identity, national origin, medical condition, disability, veteran\xe2\x80\x99s status, or any other basis protected by law.</i><br/>\n</p><p><b>\nRecent News</b></p><p><b>\nZeta Global Recognized by The Relevancy Group as Industry Leader for the 4</b><b>th</b><b> Consecutive Year</b></p><p><b>\nZeta Global is Recognized as a Visionary by Gartner for the First Time</b></p></div>""",Production Data Analyst,Data Analyst
"b'<div class=""jobsearch-JobMetadataHeader icl-u-xs-mb--md""><div class=""jobsearch-JobMetadataHeader-item icl-u-xs-mt--xs"">Temporary, Internship</div></div><div><p>Innovative Systems, Inc. is looking for a Computer Science or Computer Engineering major with skills in Microsoft SQL database. This paid summer internship will have you design and construct a SQL database to house all marketing inquiries into Innovative.</p>\n<p><b>Requirements you need to have\xe2\x80\xa6</b></p>\n<p>You must have curiosity and strong analytic skills. Working with Product Marketing, you will develop reports to measure response to marketing campaigns and also sales follow up.</p>\n<p>Internships at Innovative are designed to provide you with challenge and growth. You will be exposed to the inner working of a leading technology company and have the opportunity to interact with teams from Engineering, Quality Assurance, User Experience Design, Hosted (SaaS) Services, and Professional Services.</p>\n<p><b>About Us\xe2\x80\xa6</b></p>\n<p>Innovative Systems is one of the world\'s most trusted providers of best-of-breed data quality and compliance solutions. We have a long-standing reputation for creating solutions that are fast, accurate, and scalable.</p>\n<p>Our data quality solutions cleanse and link data to identify meaningful connections for a centralized-view of customers and do so as a standalone solution or in conjunction with our risk / compliance solutions.</p>\n<p>FinScan\xc2\xae, one of our most recognized products, is used by our clients in over 50 countries to identify potential money laundering and terrorist financing threats \xe2\x80\x93 helping to keep us all a bit safer.</p>\n<p>Our people we are a diverse, multi-cultural bunch! You will find friends here and in our offices abroad. You\'ll always have someone to help out or to hang out with!</p></div>'",Internship - Data Analyst - Summer 2019,Data Analyst
"b'<div><div><div><div><div><div><div><div><p><b>NEW YORK, NY</b></p>\n<p>\nGuardian Debt Relief is looking for an experienced Business Analyst that will help to prepare actionable reports for business analysis. Our ideal candidate will be able to multitask projects efficiently while consistently delivering positive results. A steady knowledge of Guardian Debt Relief\xe2\x80\x99s functions will be highly important to the analyst.</p>\n<p>\nThe overall goal of the Business Analyst will be to translate marketing and client data into actionable reports that will help to improve the efficiency of all marketing and sales efforts. You will need to clearly communicate your findings with the Director of Marketing and Sales Managers to collaboratively decide upon future sales and marketing initiatives</p>\n<p><b>\nKey Responsibilities:</b></p>\n<ul>\n<li>Proactively perform qualitative and quantitative research of marketing campaigns and existing client data to to interpret and report results that will inform marketing and sales efficiency.</li>\n<li>Create visuals using analyzed data from data tools (i.e. Excel, Adwords, and other available tools)</li>\n<li>Must be familiar with analytic and marketing platforms including Google Adwords, Bing AdCenter, Facebook, Google Analytics, etc.</li>\n<li>Must have strong communication and presentation skills to clearly explain analytical findings to senior executives and stakeholders.</li>\n<li>Must have very strong critical thinking skills and be able to extract small data patterns from bulk data sets</li>\n<li>Self-motivated, but have the ability to work closely with marketing and sales department to build business strategies based on your data research findings.</li>\n<li>Ability to treat information in a confidential, private manner</li>\n</ul><p><b>Qualifications:</b></p>\n<ul>\n<li>Bachelor\xe2\x80\x99s Degree in statistics, math, economics, or related field preferred</li>\n<li>1-2 years experience in financial services sector</li>\n<li>Expert Excel Skills (Distribution Charts, Pareto, Pivot Tables, Formulas, Data Integration, vLookups, etc.)</li>\n<li>Strong mathematical and analytical skills a must</li>\n<li>Strong understanding of statistics</li>\n<li>Proven track record of success in research projects</li>\n<li>Attention to detail</li>\n<li>Ability to thrive in a performance-oriented environment</li>\n<li>Takes pride in providing high levels of service and delivering a consistent level of performance</li><br/>\n</ul>\n<p>\n</p><p>This position is a paid, full-time.</p>\n<p>\nThis is not a remote position. Local candidates ONLY.</p>\n<p>\nTo apply, please email your resume and cover letter to careers@guardiandebtrelief.com with the subject line ""Business Data Analyst""</p></div></div></div></div></div></div></div></div>'",BUSINESS DATA ANALYST,Data Analyst
